"title_data","paper_id","source","type","year","author1_data","keyword"
"A Class Based Approach for Utilizing Existing Data to Demonstrate Compliance and Equipment Availability","          27927-MS ","          OTC ","          Conference Paper",2017,"Torstensen, Are, DNVGL","'machine+learning'AND'production'"
"Evolution of Uncertainty Methods in Decline Curve Analysis","          179980-MS ","          SPE ","          Conference Paper",2016,"Purvis, D. C., P.E Consultant","'machine+learning'AND'production'"
"A Benchmarking Study of a Novel Data Physics Technology for Steamflood and SAGD Modeling: Comparison to Conventional Reservoir Simulation","          189772-MS ","          SPE ","          Conference Paper",2018,"Zhao, Yong, Tachyus Corp.","'machine+learning'AND'production'"
"Approximations of Primary, Secondary and Tertiary Recovery Factor in Viscous and Heavy Oil Reservoirs","          166583-MS ","          SPE ","          Conference Paper",2013,"Kaczmarczyk, Rafael, Imperial College","'machine+learning'AND'production'"
"Moving Toward Smart Monitoring and Predictive Maintenance of Downhole Tools Using the Industrial Internet of Things IIoT","          188382-MS ","          SPE ","          Conference Paper",2017,"Temer, Elias, Schlumberger","'machine+learning'AND'production'"
"Field Applications for Advanced Robotics","          25746-MS ","          OTC ","          Conference Paper",2015,"Nayar, Hari D., NASA Jet Propulsion Laboratory, California Institute of Technology","'machine+learning'AND'production'"
"The Gaussian Process Regression for TOC Estimation Using Wireline Logs in Shale Gas Reservoirs","          18636-MS ","          IPTC ","          Conference Paper",2016,"Yu, Hongyan, Shaanxi Key Laboratory of Exploration And Comprehensive Utilization of Mineral resources, State Key Laboratory of Continental Dynamics, Geology Department of Northwest University, Research Institute of BEG, CNPC","'machine+learning'AND'production'"
"Visualizing Portfolio Tradeoffs With Perceptually Accurate Self-Organizing Maps","          181632-MS ","          SPE ","          Conference Paper",2016,"Kostuik, K., Charlotte Software Systems","'machine+learning'AND'production'"
"Deep-learning methods for predicting permeability from 2D/3D binary-segmented images","          2016-13972613 ","          SEG ","          Conference Paper",2016,"Srisutthiyakorn*, Nattavadee, Stanford University","'machine+learning'AND'production'"
"Single Gas Flow Prediction through Chokes using Artificial Intelligence Techniques","          177991-MS ","          SPE ","          Conference Paper",2015,"Elhaj, Murtada A., King Fahad University of Petroleum & Minerals","'machine+learning'AND'production'"
"Functional Approach to Data Mining, Forecasting, and Uncertainty Quantification in Unconventional Reservoirs","          174849-MS ","          SPE ","          Conference Paper",2015,"Grujic, Ognjen, Stanford University","'machine+learning'AND'production'"
"Need for Speed: Data Analytics Coupled to Reservoir Characterization Fast Tracks Well Completion Optimization","          189790-MS ","          SPE ","          Conference Paper",2018,"Pankaj, Piyush, Schlumberger","'machine+learning'AND'production'"
"Using a Systematic, Bayesian Approach to Unlock the True Value of Public Data; Midland Basin Study","          2697318-MS ","          URTEC ","          Conference Paper",2017,"Clifford, Sean, Apache Corporation","'machine+learning'AND'production'"
"An Advanced Selection Tool for the Application of In-Situ Polymer Gels for Undiagnosed Injection Wells","          182813-MS ","          SPE ","          Conference Paper",2016,"Aldhaheri, Munqith N., Missan Oil Company, Missouri University of Science and Technology","'machine+learning'AND'production'"
"Data-Driven Modeling Approach for Recovery Performance Prediction in SAGD Operations","          165557-MS ","          SPE ","          Conference Paper",2013,"Dzurman, Peter John, Nexen Inc.","'machine+learning'AND'production'"
"Practical Application of Data-Driven Modeling Approach during Waterflooding Operations in Heterogeneous Reservoirs","          174031-MS ","          SPE ","          Conference Paper",2015,"Amirian, Ehsan, University of Calgary","'machine+learning'AND'production'"
"Workflow Automation for Gas Lift Surveillance and Optimization, Gulf of Mexico","          181094-MS ","          SPE ","          Conference Paper",2016,"Borden, Zachary H., ExxonMobil Upstream Research Company","'machine+learning'AND'production'"
"Smart and Automated Workover Candidate Selection","          181072-MS ","          SPE ","          Conference Paper",2016,"Zangl, Georg, myr:conn solutions GmbH","'machine+learning'AND'production'"
"HPHT Well Integrity: Load-Resistance Monitoring and Predictive Analysis","          27603-MS ","          OTC ","          Conference Paper",2017,"Das, Bibek, SafeQ Services","'machine+learning'AND'production'"
"Transferring Knowledge Through Decision Support: A Case Study in Drilling","          168011-MS ","          SPE ","          Conference Paper",2014,"Gundersen, Odd Erik, Verdande Technology","'machine+learning'AND'production'"
"Analytics Beyond R2: Year One","          163713-MS ","          SPE ","          Conference Paper",2013,"Sandlin, Jesse, Devon Energy Corporation","'machine+learning'AND'production'"
"Machines Performance Algorithmic Modeling for Anticipating Machines Health Using Real Time Condition Monitoring Data","          188803-MS ","          SPE ","          Conference Paper",2017,"Almadhoun, W., ADMA-OPCO","'machine+learning'AND'production'"
"Drilling Systems Automation - Preparing for the Big Jump Forward","          163422-MS ","          SPE ","          Conference Paper",2013,"de Wardt, John P, De Wardt and Company","'machine+learning'AND'production'"
"Predictive Analytics and Collaboration Drive Reliability Performance","          128745-MS ","          SPE ","          Conference Paper",2010,"Snyder, Tim, SmartSignal","'machine+learning'AND'production'"
"Use of Historic Data to Improve Drilling Efficiency: A Pattern Recognition Method and Trial Results","          178901-MS ","          SPE ","          Conference Paper",2016,"Kristjansson, Sean D., Pason Systems Corporaton","'machine+learning'AND'production'"
"Data-Driven Reservoir Management of a Giant Mature Oilfield in the Middle East","          170660-MS ","          SPE ","          Conference Paper",2014,"Mohaghegh, Shahab D., West Virginia University","'machine+learning'AND'production'"
"Addressing the Pressing Needs of Offshore Ultra-Deepwater Floating Facilities and Risers: Near Real-Time Management System for Deepwater Drilling Risers","          27144-MS ","          OTC ","          Conference Paper",2016,"Guzzo, Judith. A., General Electric Company","'machine+learning'AND'production'"
"Least Square Support Vector Machine: An Emerging Tool for Data Analysis","          180202-MS ","          SPE ","          Conference Paper",2016,"Panja, Palash, University of Utah","'machine+learning'AND'production'"
"Recovering Linkage Between Seismic Images and Velocity Models","          153272-MS ","          SPE ","          Conference Paper",2012,"Zhao, Jing, USC","'machine+learning'AND'production'"
"Support Vector Machines Framework for Predicting the PVT Properties of Crude Oil Systems","          105698-MS ","          SPE ","          Conference Paper",2007,"El-Sebakhy, Emad Ahmed, King Fahd University of Petroleum & Minerals","'machine+learning'AND'production'"
"An Integrated Application of Cluster Analysis and Artificial Neural Networks for SAGD Recovery Performance Prediction in Heterogeneous Reservoirs","          170113-MS ","          SPE ","          Conference Paper",2014,"Amirian, Ehsan, University of Alberta","'machine+learning'AND'production'"
"Smart Proxy: An Innovative Reservoir Management Tool; Case Study of a Giant Mature Oilfield in the UAE","          177829-MS ","          SPE ","          Conference Paper",2015,"Mohaghegh, S. D., Intelligent Solutions, Inc. & West Virginia University","'machine+learning'AND'production'"
"Injection Allocation in Multi-Layer Water Flooding Reservoirs Using SVM Optimized by Genetic Algorithm","          19006-MS ","          IPTC ","          Conference Paper",2016,"Li, Junjian, China University of Petroleum","'machine+learning'AND'production'"
"Interpreting Pressure and Flow Rate Data from Permanent Downhole Gauges with Convolution-Kernel-Based Data Mining","          166440-MS ","          SPE ","          Conference Paper",2013,"Liu, Yang, ConocoPhillips","'machine+learning'AND'production'"
"Rock Typing in Eagle Ford, Barnett, and Woodford Formations","          2669624-MS ","          URTEC ","          Conference Paper",2017,"Gupta, Ishank, University of Oklahoma","'machine+learning'AND'production'"
"Data Mining with Shapelets for Predicting Valve Failures in Gas Compressors","          180452-MS ","          SPE ","          Conference Paper",2016,"Patri, Om P., University of Southern California","'machine+learning'AND'production'"
"Constrained, Multi-Objective, Steamflood Injection Redistribution Optimization, using a Cloud-Distributed, Metamodel-Assisted, Memetic Optimization Algorithm","          186010-MS ","          SPE ","          Conference Paper",2017,"Kyriacou, Stylianos, Tachyus Inc","'machine+learning'AND'production'"
"Next Generation Kick Detection during Connections: Influx Detection at Pumps Stop (IDAPS) Software","          178821-MS ","          SPE ","          Conference Paper",2016,"Tarr, B. A., Shell International Exploration and Production, Inc.","'machine+learning'AND'production'"
"Marine Habitat Mapping Using High Spatial Resolution Multispectral Satellite Data","          74026-MS ","          SPE ","          Conference Paper",2002,"Al-AbdulKader, K.A., Saudi Aramco","'machine+learning'AND'production'"
